,id,days,mature,views,partner,new_id,username
143,71803291,1449,True,1480,False,3678,Robinxen
144,130549844,807,True,6958,False,875,SlapDash0072
145,15802512,2929,True,30319,False,3551,Calaun_Endeem
146,120596231,918,False,3694,False,4273,JustJamz
147,104167481,1096,False,562,False,6220,JamesByrne222
148,141684107,669,True,584,False,4999,DpuizY
149,182741349,322,True,1810,False,4537,notlob
150,32277575,2275,True,33500,False,465,Legit_Dinosaur
151,31288652,2304,True,4364,False,4971,Deanmrd
152,141441224,610,True,985,False,6276,JackDeltaTV
153,100611944,1143,True,19916,False,2540,GingerGiggles
154,177460855,365,True,186,False,2412,5u9oi
155,107417318,1054,False,1012,False,1596,idevhazz
156,97239743,1174,False,4462,False,1766,Ryolm
157,21615575,2743,False,676893,True,6077,Nilesy
158,51238570,1706,True,1361,False,2433,BlackHandDread
159,10849095,3111,False,6075,False,1206,Ivarinn
160,148853225,578,True,695,False,1922,ijeebz
161,190364784,269,True,1801,False,2933,PixelPerfectPlaythrough
162,194016872,244,True,2983,False,6007,findmeATthePAYLOAD
163,41313965,2038,True,39809,False,4230,Azeriath
164,40258013,2068,True,4848,False,6556,DesertEagleDerek
165,46405794,1878,True,14873,False,2675,Tam3rlaneTV
166,29758589,2338,False,804,False,2203,SleepySatchel
167,32092639,2279,True,7125,False,5471,Ganlorth
168,37953775,2113,False,1302,False,3593,ChaoticBashin
169,175557019,367,False,555,False,1019,EsylumGaming
170,1234937,3720,False,13545,False,257,HairyCabbage
171,58262351,1647,True,2046,False,366,smiffy_uk
172,23693840,2634,True,1852325,True,1063,WTii
173,112031145,1002,True,2165,False,5924,Apollie
174,100646986,1142,False,11398,False,27,gravexsugar
175,24753169,2588,False,9279,False,6240,GOffensive
176,29567435,2379,True,4896,False,7022,hakunetsu
177,181993475,324,True,1678,False,0,MahiMomo
178,30300163,2328,True,581,False,2603,TakoyaKyono
179,108239771,1048,True,13065,False,2993,easymikke
180,28078671,2421,False,1199,False,5522,xSHORTROUNDz
181,42358143,2005,False,1608,False,2309,EthelonYT
182,42854226,1974,True,622,False,4815,cisco_clown
183,42434667,2000,False,706,False,36,Deponya
184,66123312,1554,False,3076,False,5984,xeIIIla
185,56363475,1707,True,3648,False,1037,Hexi123
186,44669665,1935,False,140,False,2915,Jonesyriffic
187,59116168,1669,True,4888,False,1122,Drahy19
188,43947695,1966,False,104909,True,2435,ZEROxFUSIONZ
189,15768465,2930,True,4481,False,2990,falcon_rta
190,23993572,2618,True,1815,False,6859,Happy2Die
191,31477467,2306,True,11904,False,1590,REKIAGaming
192,152765403,552,False,41082,False,422,kevoxx
193,38102143,2137,False,2201,False,4000,Cheeselover87
194,51433205,1795,True,52780,False,1603,chowzter
195,122270817,703,False,1463,False,5767,thecheekyzorap
196,100092071,1147,True,3461,False,911,Addzeey
197,143007585,634,False,431,False,3316,darkxxblackeyesgaming
198,102619452,1116,False,322,False,2747,Far_no
199,60675562,1644,False,7997,False,2361,ubaau
200,70703102,1497,True,22413,False,2599,CARE_UK
201,40208875,2070,False,4290,False,1048,Deinol
202,39103201,2104,True,2115,False,4710,Phuzewolf
203,67892498,1524,False,4380,False,6937,AlexTFenris
204,127740035,836,False,4073,False,1247,KaritoXIX
205,82792695,1297,True,165,False,1817,omg_its_bazzaboy2012
206,61568189,1612,True,26426,False,5815,TugsTV
207,38175148,2122,False,2190,False,172,Crelley
208,13400396,3029,False,2391,False,6332,MattySkullz
209,27901711,2445,True,1680,False,7015,nocone
210,215185723,151,True,620,False,6325,BailsOut
211,95010215,1197,True,2171,False,6843,TheChiefMeat
212,31009602,2322,True,12175,False,393,Storym4chine
213,122765860,897,True,698,False,222,Touchyourknees
214,40561648,2052,False,2682,False,4817,SirPhreak
215,38298868,2132,True,1622,False,4055,Maxdude26
216,50420698,1815,False,1429,False,3026,oskvrCS
217,59204658,1668,True,54943,False,3968,Maarionete
218,78390324,1382,False,15573,False,3412,TheGrumpyGamingDad
219,30433161,2344,False,662,False,3446,Aseria
220,40016072,2074,False,4011,False,2693,Realr1b
221,60532427,1647,True,2342,False,4473,MrTucaroo
222,28902752,2393,True,8989,False,579,Wombalar
223,37470767,2166,False,758,False,225,simisdimgaming
224,68722489,1523,False,8186,False,3409,Spiddr_
225,40035893,2060,True,2388,False,4190,ExoticCollector98
226,28820491,2408,True,3645,False,437,HyperSyntax
227,82687084,1336,True,40048,False,6479,JHF_Gaming
228,134926652,754,True,73881,False,1846,MadAlexGaming33
229,73870042,1445,True,32935,False,6989,codingnewb
230,108574489,1044,True,4798,False,6086,Jaekaze
231,24318395,2606,True,44010,False,1900,CartinaCow
232,32552267,2238,True,5361,False,5884,esm1th
233,161183991,477,True,2854,False,6296,ninaaargh
234,38993511,2108,False,10697,False,6009,SmoosherBTW
235,75663626,1420,True,9300,False,956,Mozsta
236,97763904,1170,False,4482,False,234,Yuwi
237,64367787,1581,False,313,False,4904,Chrysalairus
238,37931174,2122,True,94519,False,5703,Blops420
239,135965250,739,False,2377,False,6830,rhyho
240,68195518,1378,True,1160,False,6710,EggDaddy06
241,190075920,266,True,2982,False,2149,Kronic_Gamer87
242,153840026,534,True,1106,False,4564,AugmentedAuthority
243,92845630,1224,False,226172,True,5991,AmandaTheJedi
244,89929854,1250,False,913,False,2018,MerkWhild
245,32641412,2258,True,1136,False,1875,skiztokill
246,49266484,1847,True,3703,False,6460,De_Lex
247,96413320,1183,True,1679,False,6785,tracker57
248,65754904,1559,False,417,False,2491,cascoh
249,63143605,1502,True,982,False,6966,BoundAndTied
250,63030391,1603,True,6335,False,487,azralll
251,49404884,1844,True,24599,False,3021,TIGERZ
252,158710141,418,True,299,False,6350,dannytids
253,146876317,614,False,3706,False,4337,The_Welsh_Simmer
254,199436388,209,False,2639,False,4429,Hart_Atck
255,101870586,1123,True,4480,False,4819,Desktopsimmer
256,30538718,2342,True,10960,False,6635,MoeffeMissen
257,78559409,1380,False,139157,False,6270,TrueUKGamer
258,91329809,1207,True,670,False,2266,Davey2k15
259,28496306,2421,True,3072,False,1898,ValkyiaTV
260,26997284,2481,True,83280,False,5500,Kongeu
261,59725345,1592,False,1115,False,2383,Sedustic
262,27392163,2465,True,39047,False,6263,chumbo_
263,110467400,988,False,915,False,2752,dausdomain
264,55438175,1723,False,2272,False,4767,CatchumCroc
265,1961892,3665,True,20332,False,5242,Freeek
266,167989465,436,False,4498,False,1799,RumHamVO
267,158561795,497,True,37500,True,5965,jaiiimendz
268,136858711,730,True,3510,False,1325,Skweggy
269,19126487,2843,True,118412,True,2700,ElectronicDojo
270,159978505,487,True,23605,False,2144,BirdLyTV
271,127015728,847,True,15231,False,48,ZeeB__
272,38873619,2112,True,1722,False,4616,BarkingBULLDOG
273,7167763,3382,False,4193445,True,6467,UnsanityLIVE
274,53757822,1745,True,5377,False,787,Zeyley
275,27121969,2478,False,13481914,True,2740,ONSCREEN
276,42333027,1993,True,1859,False,5876,Teh_Shaunz0r
277,40005843,2066,False,4976,False,5355,TheButteryGamer
278,147143974,612,True,27237,False,6783,Ckupfuture
279,121751849,889,True,2171,False,5966,bouncergames
280,92454064,1229,True,17801,False,6730,ChoRetro
281,56952058,1697,True,11174,False,538,Navakiza
282,158554425,495,False,2197,False,2519,RhytmicPantsu
283,32484145,2267,True,3422,False,4747,Dodgee
284,82029723,1343,True,97987,False,4895,SuddenlyDucks
285,45169717,1935,True,6945,False,6863,MattyDestiny
286,70874120,1494,True,234674,True,5721,Parmaviolet
287,139060228,702,False,1351,False,3947,ConVexEU
288,68071007,1531,True,6758,False,5100,Neil7879
289,43103307,1986,False,27477,False,5109,ErebosGamingHD
290,73409397,1450,False,1857,False,2235,DeviIMachine
291,38189959,2130,False,1519,False,6595,cmdrkellis
292,44345392,1956,False,28680584,True,4406,GfinityTV
293,129249761,823,False,3390,False,5472,SimonInked
294,142991344,654,True,4925,False,3483,thephoenixvr
295,42396350,2008,False,48450,False,4695,Punchy
296,114742344,977,True,4925,False,4520,GoosieJuice
297,98242481,1165,False,4717,False,1680,BourbonBobJimmy
298,65377693,1434,True,265,False,2322,SPLATTERFUNK
299,100267842,1144,False,19293,False,6107,---
300,80515900,1345,True,5064,False,2046,iamPaladan
301,122839946,898,True,19965,False,3893,vigoroussoul
302,43848801,1956,True,459,False,2188,GlyntTheCat
303,69028671,1519,False,2827,False,1203,supersmilee
304,130541691,808,True,77165,False,4439,oiibee
305,22449618,2706,False,2878382,True,1483,HelpingHans
306,158277570,494,False,601,False,3466,SuNd4wN
307,91624224,1239,False,183636,False,2036,Anthropic
308,30113229,2331,False,7189,False,6865,IterationFunk
309,27862926,2447,True,596415,True,4329,Potato
310,74461335,1438,False,20486,False,5327,xJooJee
311,125234788,868,True,43538,False,5103,NXRISA
312,44359121,1955,True,2092,False,3252,post4mike
313,140355719,681,True,2123,False,4446,TRektGOD
314,187382042,286,True,18208,False,6312,SevenJPGB
315,143266574,650,True,563,False,2028,chris177uk
316,67207565,1516,False,798,False,157,NeonVenomViper
317,70617675,1492,False,1152,False,1092,Zacota
318,45232213,1921,True,5979,False,6591,Archronos
319,37560398,2157,False,33670,False,187,Maxiiiiimus1
320,57508902,1692,False,44824,False,449,Stuart0000
321,160607920,474,True,12299,False,5136,ImpHunt
322,19661513,2821,False,10210,False,294,Puddock3000
323,26067265,2527,False,69231,False,127,EternalBlueJay
324,157250441,512,False,7364,False,5656,TLNA
325,44827329,1732,True,1615,False,292,TeH_BeNjI
326,36841792,2191,False,4399,False,4525,Vanir1337
327,97799750,1169,True,22708,False,1532,MrBeardmanLIVE
328,112375351,1006,False,1503,False,5989,FUR1A
329,64234782,1582,False,1464,False,4075,zippier97
330,84123636,1321,True,30411,False,3485,TheKaiKer
331,126768304,850,True,5030,False,3417,PaladinRyu
332,29099377,2398,True,4291,False,588,Orunitor
333,89350545,1267,False,8160,False,3672,FUNKANIC
334,147831497,597,True,8765,False,6504,Desert_Terrorist
335,75996095,1414,False,2800,False,3014,Phenosi
336,125527974,850,True,10058,False,4342,donuts_yo
337,54081900,1748,False,9461,False,6343,Maxranviir
338,40596380,2058,True,70198,False,5665,DNLinkman
339,47617211,1884,False,10664,False,2232,CreshGaming
340,31103326,2319,False,15614,False,2762,xGarbett
341,11574458,3113,True,11779,False,3123,Terra21
342,155307071,529,False,3965,False,1315,inferno3473
343,52937765,1762,False,854,False,6473,Niopha
344,69400585,1515,True,8311,False,6199,WolfieTegan
345,121776914,911,True,717,False,4733,sekizo1980
346,65728377,1550,True,507,False,5218,alfy_mac
347,152277203,545,True,3262,False,1796,UKzs_
348,116334347,965,False,1171,False,3388,extremekiller127
349,89855724,1258,True,3341,False,2472,Woopsiedave
350,50735346,1801,False,4725,False,6844,TechWithCoffee
351,50585844,1814,True,304123,False,3596,DevilPhoenixDK
352,125529408,865,False,29102,False,4963,LucidSGL
353,125494661,819,False,381,False,4119,Dawolfa
354,44188351,1950,True,22651,False,290,1lkay
355,122067268,907,True,1594,False,2751,xXItsKarmaXx
356,43118184,1962,False,899,False,5105,B3NB4IL
357,110945398,1010,True,356,False,3994,Silent_Protagonist
358,137594474,721,False,260098,True,672,hupo
359,45259868,1931,True,2082,False,3088,nisherlock
360,13831904,3009,False,7063,False,1592,Pompey606
361,53735907,1753,False,31448,False,5473,WhatTheMart
362,203978154,217,True,899,False,5925,violentn00b
363,61084174,1639,True,9352,False,1936,BlackFireRebel
364,50705790,1811,False,11590,False,5905,padii
365,20255817,2789,False,793,False,2174,Galactrix
366,69132311,1514,False,50783,False,3500,TheGamingNinja08
367,80348749,1339,False,337,False,659,AmidstStorm
368,62418969,1612,True,1577,False,5285,Jamtartuss
369,85866283,1210,False,1319,False,1177,Supreme_Lurch
370,135542521,744,True,3137,False,1038,ctrlXproductions
371,7275079,3374,False,1027237,True,237,justnVc
372,81625744,1332,False,812,False,266,Skullwub
373,132674501,783,True,56605,False,5687,beccasvg
374,21534457,2747,False,14914146,True,2481,Werster
375,52379261,1777,True,10226,False,6944,BrokenPIXLE
376,173649019,396,False,5551,False,4881,afilaveth
377,74125284,1442,False,271830,True,1706,anothersy
378,49679566,1829,False,122,False,1377,killerjohn1ps
379,30375257,2348,True,1442,False,6805,DavianJ
380,30612134,2338,True,8078,False,2895,ItSteve
381,40059254,2070,True,12826,False,928,Decep87
382,41525371,2021,True,1247,False,3546,joewizard100
383,35107417,2245,False,2732,False,5528,saiyanfrank
384,108798162,1041,False,870,False,531,ruari_21
385,101269536,1136,False,21877,False,13,Tomlikeafox
386,55470061,1723,True,12231,False,4376,synthamancer
387,155662195,527,False,28064,False,6135,GoldKarat
388,25424200,2547,False,67255,False,5412,VincentoSR
389,87458425,1287,False,3824,False,258,ThatGreasyChip
390,89228630,1269,False,8954,False,572,Kayhemoth
391,23713334,2631,True,19766,False,2387,Valyssa
392,134846648,743,True,815,False,2178,ishTNB
393,52983620,1767,True,7139,False,1237,GamingDictator
394,66869809,1518,False,543,False,2841,Watch_Twitcher
395,55952705,1709,False,3447,False,564,Zombication
396,41560285,1995,True,2162,False,4485,S3kShUn8
397,61332456,1628,False,401,False,442,JakSully
398,26044627,2528,False,859702,True,4482,Eekcast
399,53923941,1750,True,15787,False,1759,GogglezTV
400,55834248,1715,False,75542,False,6019,Leikjarinn
401,36830874,2162,True,999,False,6957,MrMykee
402,105987598,952,False,318,False,5762,cloudindy
403,164024599,454,False,5866,False,6106,iiBankzy
404,29648793,2368,True,251536,False,4334,ohaiiChun
405,59339597,1666,False,1274,False,5625,micky20002
406,39828038,2077,True,2727,False,6446,Eth_
407,58049579,1685,True,31952,False,451,UncleLuluSasaki
408,54209599,1745,True,397,False,4851,Dragon_Lord_23
409,120587476,923,True,27482,False,526,Baggers
410,37569443,2162,True,160579,True,401,Rimmy
411,23929259,2552,True,127625,False,1060,Woodydaocas
412,52821739,1765,False,15111,False,6991,ankydamz
413,80993076,1355,False,929599,True,3867,BlueandQueenie
414,42476547,1985,False,4204,False,2613,elvirawynter
415,155236124,530,True,11009,False,6087,n1ffler90
416,72982396,1297,True,3308,False,3442,notwaveasakura
417,25688139,2543,False,869,False,6228,RelicKris
418,41569716,2025,True,4571,False,1950,Pasketi
419,47980079,1875,False,550,False,3291,Dazterdly
420,145889366,626,True,16833,False,2641,AlishaHowarth
421,109489021,1033,True,6457,False,533,ItsSCOTTISH
422,51213672,1800,True,7631,False,5895,metalfoxplay
423,147576927,574,False,4560,False,2644,ShialeBuffalol
424,53022516,1764,True,948,False,3186,H0ffman
425,148402812,596,True,2489,False,5544,Felllo
426,77760715,1390,True,51847,False,932,Driifty_
427,104296978,749,True,148,False,5494,playstationhaven17
428,87856236,1284,False,11841,False,2193,xXanderC
429,43526575,1973,True,6644,False,4571,JawahTV
430,52241589,1733,True,882,False,3076,DarKxAmaranth
431,22880697,2681,True,792374,True,3692,Makarimorph
432,117368103,956,False,208894,True,4080,Samu
433,42033447,1992,False,10687,False,3621,tedicaro
434,36483360,2206,True,19381506,True,5389,Zizaran
435,29532190,2381,True,5500,False,3504,Savee
436,101330495,1135,True,13286,False,5086,SamTheBanterMan
437,150184487,579,False,1884,False,3232,tidezzz
438,135225502,749,False,3894,False,3559,TheAngryCouch
439,32524002,2265,True,7339,False,4532,Holymoe
440,49943661,1828,False,3804,False,2194,Burcol
441,44332849,1945,True,2093,False,6097,LarsOP
442,169693740,425,False,4302,False,1945,XNVROfficial
443,94898487,1192,False,285,False,977,bonoboey
444,128529627,830,True,1234,False,6781,Bobs_Adventure
445,71423676,1476,True,2644,False,883,KiLLiC1983
446,63719463,1590,True,7750,False,853,thatscottishsod
447,51872975,1774,True,36032,False,523,SexyFishHorse
448,81541879,1349,False,14185,False,3700,no1fitzy
449,61501263,1633,False,12112,False,3360,Wakeylegs
450,50387359,1819,True,3718,False,2786,IndieKidTV
451,52448067,1771,False,506,False,1204,---
452,113291151,996,True,11734,False,5233,flyinpinkmunki
453,156632178,518,False,4977,False,486,xVulpeyQ
454,52569843,1775,True,5598,False,4262,Bamadeus
455,17131149,2907,True,13590,False,5252,Rikuplayer
456,32705528,2259,False,36433,False,1281,Hoktomaster
457,175893542,378,True,9186,False,4838,Eyla
458,53683135,1755,True,5265,False,3916,CplHamster
459,61652470,1579,False,187,False,6888,morkk4
460,62447916,1615,True,5321,False,3624,Bofa_D_Snuts
461,60159833,1652,True,18841,False,6119,Onechance
462,151660483,564,False,4530,False,4355,n3rdjaylo
463,145643184,628,False,4325,False,851,IslandofRob
464,55247170,1727,True,7970,False,128,steveo247
465,51883785,1787,True,1344672,True,5170,DannyGaminGnC
466,121878249,910,True,15695,False,1005,daffm8
467,165219372,452,True,42165,False,955,Solajon
468,15954637,2911,True,4133,False,1672,slashi_
469,64862427,1573,False,290,False,2274,woody7803
470,32919303,2223,False,3873,False,1608,MazManZero
471,111646424,1001,False,2908,False,2462,PunLife
472,51977928,1783,True,2465,False,6695,WorrRich
473,120547510,914,True,984,False,5753,Zaphira_Raven
474,6648388,3420,True,16621,False,5516,Greenbullet
475,163014038,463,True,3239,False,4126,deanie_13
476,40260263,2068,True,7698,False,1986,Damo578
477,41821368,2023,True,6918,False,6969,TheTokenGeek
478,40690702,2051,False,1598,False,3951,theBREST
479,20774638,2784,False,8564,False,6993,elusoryx
480,192954971,255,True,2341,False,247,TheBlooPixie
481,83416478,1328,False,273614,True,2323,EthysAsher
482,77141914,1396,False,2183,False,2549,sedgmiester
483,52526013,1774,True,2985,False,6619,PhoenixGamingLT
484,30756690,2328,True,1833,False,1642,TheEldritchRain
485,160335401,482,True,2411,False,649,druwu_
486,42882063,1968,False,51667,False,2148,LoadingMeerkat
487,74264786,1440,True,1918285,True,5354,iFlynn
488,24602608,2594,False,6948,False,4378,Luckless
489,64410572,1580,True,22775,False,2114,EliteApam
490,31263607,2313,True,56042,False,1221,KritikulHit
491,55573055,1720,True,34356,False,6443,MerKerSmithyOnic
492,65313718,1566,True,15772,False,3009,ChrisMisc1
493,99348288,1103,False,884,False,5188,qgyesboii
494,124949680,859,True,3692,False,2227,paigebritt
495,30329722,2330,False,462,False,1223,unfitacorn
496,47109831,1891,False,24442,False,914,PenAgain
497,30923020,2326,False,7846,False,2725,Sorapak
498,93330871,1218,True,9581,False,3239,idiotic_scotsman
499,46472218,1907,True,5079,False,3058,JediCore
500,38242647,2137,True,4077,False,992,HeyitsCourtney
501,51261346,1797,True,7187,False,5241,Kirrus
502,35632537,2242,False,1570,False,5916,Harpa
503,51045563,1804,False,516588,True,4029,Dacchei
504,58614063,1616,False,617,False,3626,john1983
505,113839033,989,True,9977,False,663,Corcek_
506,43773531,1971,False,1832724,True,5098,RoBoHoBo
507,152939285,487,False,745,False,4734,---
508,118335880,946,True,3049,False,4554,RenewableHeart
509,98623275,1158,True,2902,False,3914,Glassfangs
510,164824685,449,False,221,False,4226,LuckyGirlGamer1
511,36628807,2199,False,581087,True,4528,KingBlackToof
512,53682533,1755,True,24833,False,3650,OhNoBeardy
513,45718920,1875,False,18097,False,3221,Sleddka
514,81609052,1345,False,4369,False,140,Lenartowy
515,169746717,411,False,342,False,3613,TovaRoovy
516,38098148,2142,False,24841,False,3210,Fortizar
517,43659582,1973,True,13495,False,5409,vazybot
518,151682004,563,True,6919,False,6629,insomniacorpse
519,172873056,403,False,5449,False,2297,KingRafu
520,137917317,715,False,3948,False,5653,SoberDavid
521,77791417,1385,True,41943,False,75,naths_tv
522,181943748,289,True,1690,False,6992,King_Kovu93
523,21318970,2758,True,7612,False,1422,AMidGameCrisis
524,6764170,3409,True,11427,False,759,SNIPERWOLF2K17
525,108383498,1043,True,2624,False,1404,JayVisi0n
526,141957381,663,False,1364,False,6472,エスケープ
527,86212029,1298,True,4280,False,6856,ChrisOfAlbion
528,56672907,1701,True,1394,False,265,TheNexusProject
529,44425277,1954,False,2180,False,3519,stacey426
530,36504519,2205,False,23702,False,414,MiaKitsune
531,48646635,1862,True,6586,False,6593,AksawShin
532,24502487,2598,True,27878,False,3586,BrebyBun
533,68707904,1523,True,717298,True,4196,HarmonyRainX
534,40392131,2064,True,11473,False,2344,Poorjonny
535,146669123,618,True,4399,False,6915,Waddicker
536,30707262,2335,False,236013,True,1528,w4stedspace
537,39676064,2086,True,15275,False,4455,markiehype
538,55039097,1710,False,20526,False,2200,PRE_cs
539,56286425,1703,False,5477528,True,3136,PocketGamerLive
540,106387115,1068,False,825,False,2434,RyanMurphyCA
541,115329816,966,False,2391,False,1182,Ceemot
